,coin,duration,favorite,like,sectid,sectname,time,view
23,17.13,394.87,116.33,0.93,166.0,广告,2016-11-06 07:11:36,6382.72
24,51.68,378.8,161.25,3.49,183.0,影视剪辑,2016-11-06 07:11:36,7647.54
25,561.29,515.43,413.47,13.14,182.0,影视杂谈,2016-11-06 07:11:36,75558.81
26,27.95,565.32,204.28,2.24,161.0,手工,2016-11-06 07:11:36,3281.82
27,82.18,1050.13,105.8,0.73,172.0,手机游戏,2016-11-06 07:11:36,7890.97
28,97.06,346.6,102.99,3.92,138.0,搞笑,2016-11-06 07:11:36,10956.25
29,70.44,329.67,259.67,1.11,127.0,教程演示,2016-11-06 07:11:36,7385.56
30,33.23,496.54,52.36,0.63,95.0,数码,2016-11-06 07:11:36,7069.46
31,34.74,910.04,108.95,2.96,21.0,日常,2016-11-06 07:11:36,5379.22
32,33.22,1953.17,130.44,3.27,137.0,明星,2016-11-06 07:11:36,4043.68
33,62.57,458.12,87.02,2.52,96.0,星海,2016-11-06 07:11:36,10201.4
34,117.12,351.74,366.22,4.56,158.0,服饰,2016-11-06 07:11:36,12318.67
35,7.4,492.21,45.4,0.78,98.0,机械,2016-11-06 07:11:36,6599.27
36,84.6,3452.88,55.36,0.79,173.0,桌游棋牌,2016-11-06 07:11:36,8431.1
37,14.9,526.63,38.03,0.39,176.0,汽车,2016-11-06 07:11:36,5520.96
38,2378.0,0.0,25594.0,147.0,187.0,海外剧,2016-11-06 07:11:36,1806668.0
39,97.94,458.87,196.97,5.01,59.0,演奏,2016-11-06 07:11:36,3971.51
40,15.6,7109.89,180.05,1.92,39.0,演讲-公开课,2016-11-06 07:11:36,2640.09
41,21.71,7026.32,428.21,2.93,179.0,热血军事,2016-11-06 07:11:36,7838.82
42,51.0,556.46,133.94,3.77,86.0,特摄,2016-11-06 07:11:36,8077.76
43,61.96,5053.35,56.24,0.68,171.0,电子竞技,2016-11-06 07:11:36,9025.25
44,36.9,223.2,83.4,1.9,82.0,电影相关,2016-11-06 07:11:36,1831.7
45,46.0,450.71,92.12,1.47,128.0,电视剧相关,2016-11-06 07:11:36,2654.24
46,21.69,596.6,81.95,0.72,85.0,短片,2016-11-06 07:11:36,2919.09
47,103.45,322.19,439.29,11.63,47.0,短片-手书-配音,2016-11-06 07:11:36,8585.89
48,15.3,11925.55,271.03,1.12,178.0,科学探索,2016-11-06 07:11:36,4614.95
49,53.44,2868.57,159.4,1.8,162.0,绘画,2016-11-06 07:11:36,2240.04
50,165.53,622.35,253.56,4.09,27.0,综合,2016-11-06 07:11:36,9456.77
51,24.96,1808.11,111.18,1.51,71.0,综艺,2016-11-06 07:11:36,7466.74
52,98.23,562.32,238.49,2.68,157.0,美妆,2016-11-06 07:11:36,8891.47
53,63.14,610.89,122.14,1.37,76.0,美食圈,2016-11-06 07:11:36,10460.93
54,221.62,290.66,278.17,4.13,31.0,翻唱,2016-11-06 07:11:36,5859.9
55,12.44,5891.25,520.31,1.08,180.0,舌尖上的旅行,2016-11-06 07:11:36,6993.02
56,111.14,683.34,1230.58,10.09,156.0,舞蹈教程,2016-11-06 07:11:36,26907.06
57,24.43,345.21,167.14,2.2,138.06,资讯,2016-11-06 07:11:36,5177.96
58,59.82,577.23,203.43,3.72,124.0,趣味科普人文,2016-11-06 07:11:36,14949.71
59,34.91,1428.76,134.48,2.06,163.0,运动,2016-11-06 07:11:36,4911.12
60,734.61,247.98,158.98,1.29,33.0,连载动画,2016-11-06 07:11:36,261693.96
61,59.59,1816.68,155.54,1.29,122.0,野生技术协会,2016-11-06 07:11:36,4021.87
62,204.53,124.96,328.83,2.96,26.0,音MAD,2016-11-06 07:11:36,15499.5
63,28.11,1178.55,126.81,2.73,130.0,音乐选集,2016-11-06 07:11:36,3243.45
64,19.3,551.68,21.64,0.32,136.0,音游,2016-11-06 07:11:36,1125.75
65,46.44,635.65,178.14,2.51,184.0,预告 资讯,2016-11-06 07:11:36,9968.02
66,1332.68,131.25,1747.89,37.33,22.0,鬼畜调教,2016-11-06 07:11:36,73839.92
0,69.26,1964.93,335.88,5.01,175.0,ASMR,2016-11-16 07:11:36,12163.45
1,91.83,331.25,194.2,2.73,121.0,GMV,2016-11-16 07:11:36,4590.05
2,178.8,204.9,404.71,5.4,24.0,MAD-AMV,2016-11-16 07:11:36,7749.25
3,228.36,198.69,698.41,6.91,25.0,MMD-3D,2016-11-16 07:11:36,8239.08
4,29.67,1571.51,14.95,0.27,19.0,Mugen,2016-11-16 07:11:36,2264.51
5,40.13,919.96,248.5,1.92,54.0,OP-ED-OST,2016-11-16 07:11:36,5295.2
6,109.17,264.21,324.78,4.76,30.0,VOCALOID-UTAU,2016-11-16 07:11:36,3385.29
7,165.21,255.64,436.47,6.81,154.0,三次元舞蹈,2016-11-16 07:11:36,17560.58
8,37.64,1472.3,127.52,2.05,29.0,三次元音乐,2016-11-16 07:11:36,3048.52
9,1931.27,242.37,1705.35,26.43,126.0,人力VOCALOID,2016-11-16 07:11:36,57208.39
10,34.01,7386.08,594.17,2.81,37.0,人文历史,2016-11-16 07:11:36,8103.36
11,20.86,590.07,300.7,1.99,164.0,健身,2016-11-16 07:11:36,5539.55
12,53.26,1122.73,259.14,4.37,174.0,其他,2016-11-16 07:11:36,18212.01
13,34.76,394.94,150.51,4.0,75.0,动物圈,2016-11-16 07:11:36,15738.93
14,641.83,252.41,1018.21,10.67,28.0,原创音乐,2016-11-16 07:11:36,17399.08
15,176.09,76090.83,2526.7,33.96,185.0,国产剧,2016-11-16 07:11:36,94027.65
16,1058.42,2889.16,157.41,6.15,153.0,国产动画,2016-11-16 07:11:36,203075.69
17,212.93,1941.37,851.73,20.61,168.0,国产原创相关,2016-11-16 07:11:36,18619.27
18,3.71,5015.14,146.57,0.57,147.0,国产电影,2016-11-16 07:11:36,4354.86
19,325.71,337.6,536.79,4.69,20.0,宅舞,2016-11-16 07:11:36,19483.49
20,66.41,23050.83,830.89,9.63,32.0,完结动画,2016-11-16 07:11:36,18477.03
21,35.18,2669.97,147.17,1.49,152.0,官方延伸,2016-11-16 07:11:36,2281.64
22,49.59,2390.22,123.61,2.8,169.0,布袋戏,2016-11-16 07:11:36,3107.79
23,16.6,198.87,100.91,0.87,166.0,广告,2016-11-16 07:11:36,5425.27
24,48.94,367.22,150.3,3.36,183.0,影视剪辑,2016-11-16 07:11:36,8103.43
25,572.68,548.16,448.87,14.81,182.0,影视杂谈,2016-11-16 07:11:36,83659.43
26,26.78,737.57,209.42,2.69,161.0,手工,2016-11-16 07:11:36,3685.14
27,97.87,954.13,127.02,1.13,172.0,手机游戏,2016-11-16 07:11:36,10543.07
28,99.06,604.58,98.33,3.39,138.0,搞笑,2016-11-16 07:11:36,10301.23
29,159.0,244.5,177.83,1.0,127.0,教程演示,2016-11-16 07:11:36,7995.83
30,36.03,514.76,53.68,1.09,95.0,数码,2016-11-16 07:11:36,6834.8
31,39.5,702.08,121.37,3.93,21.0,日常,2016-11-16 07:11:36,8200.91
32,33.1,1922.25,139.99,3.5,137.0,明星,2016-11-16 07:11:36,4397.71
33,83.4,589.1,119.61,2.49,96.0,星海,2016-11-16 07:11:36,11322.65
34,93.06,395.17,334.75,4.26,158.0,服饰,2016-11-16 07:11:36,10996.57
35,9.32,534.51,48.52,0.64,98.0,机械,2016-11-16 07:11:36,6475.01
36,37.54,3276.69,36.71,0.51,173.0,桌游棋牌,2016-11-16 07:11:36,6668.39
37,11.97,472.39,26.97,0.4,176.0,汽车,2016-11-16 07:11:36,4081.9
38,1233.0,0.0,8596.0,107.0,187.0,海外剧,2016-11-16 07:11:36,1144306.0
39,101.82,410.57,155.19,3.52,59.0,演奏,2016-11-16 07:11:36,4426.17
40,10.78,7383.65,151.61,1.41,39.0,演讲-公开课,2016-11-16 07:11:36,1968.01
41,20.02,9108.48,365.63,4.92,179.0,热血军事,2016-11-16 07:11:36,8630.69
42,40.12,627.25,119.63,3.6,86.0,特摄,2016-11-16 07:11:36,8518.27
43,66.86,5023.22,53.15,0.71,171.0,电子竞技,2016-11-16 07:11:36,10219.34
44,9.56,298.78,59.44,1.22,82.0,电影相关,2016-11-16 07:11:36,4866.56
45,10.83,220.83,76.57,1.83,128.0,电视剧相关,2016-11-16 07:11:36,5288.7
46,19.35,642.47,124.49,1.49,85.0,短片,2016-11-16 07:11:36,4193.61
47,325.35,302.2,640.08,11.82,47.0,短片-手书-配音,2016-11-16 07:11:36,11445.77
48,44.37,6529.41,398.71,1.15,178.0,科学探索,2016-11-16 07:11:36,7817.4
49,32.16,2278.29,191.73,2.05,162.0,绘画,2016-11-16 07:11:36,1935.41
50,415.82,631.08,437.71,10.96,27.0,综合,2016-11-16 07:11:36,24367.0
51,28.81,2749.63,135.66,2.16,71.0,综艺,2016-11-16 07:11:36,7153.52
52,86.16,561.54,264.92,2.79,157.0,美妆,2016-11-16 07:11:36,8689.69
53,76.59,655.02,154.43,1.52,76.0,美食圈,2016-11-16 07:11:36,11755.1
54,299.43,274.5,381.65,9.25,31.0,翻唱,2016-11-16 07:11:36,8220.66
55,64.72,3920.0,334.16,1.33,180.0,舌尖上的旅行,2016-11-16 07:11:36,12101.47
56,77.5,1238.25,1106.06,8.53,156.0,舞蹈教程,2016-11-16 07:11:36,26909.04
57,18.82,697.58,218.18,1.76,130.8,资讯,2016-11-16 07:11:36,5717.94
58,63.03,524.74,196.11,3.81,124.0,趣味科普人文,2016-11-16 07:11:36,16285.22
59,34.22,1580.01,136.56,1.7,163.0,运动,2016-11-16 07:11:36,5466.07
60,595.47,427.16,131.83,1.12,33.0,连载动画,2016-11-16 07:11:36,213328.96
61,48.59,1130.87,164.98,1.52,122.0,野生技术协会,2016-11-16 07:11:36,5310.82
62,186.09,156.5,330.71,3.78,26.0,音MAD,2016-11-16 07:11:36,9714.85
63,26.69,1033.29,126.53,2.39,130.0,音乐选集,2016-11-16 07:11:36,2758.14
64,12.46,294.02,27.13,0.48,136.0,音游,2016-11-16 07:11:36,957.64
65,46.43,614.52,190.43,2.9,184.0,预告 资讯,2016-11-16 07:11:36,10116.52
66,1837.62,152.08,1615.35,33.33,22.0,鬼畜调教,2016-11-16 07:11:36,62027.19
0,87.4,2233.85,367.29,4.53,175.0,ASMR,2016-11-26 07:11:36,11452.38
1,69.82,307.59,125.83,2.6,121.0,GMV,2016-11-26 07:11:36,4216.17
2,201.44,207.44,357.91,4.02,24.0,MAD-AMV,2016-11-26 07:11:36,6481.27
3,91.4,237.93,396.9,3.57,25.0,MMD-3D,2016-11-26 07:11:36,4704.03
4,48.94,1175.53,17.42,0.27,19.0,Mugen,2016-11-26 07:11:36,3129.27
5,30.16,1022.12,192.61,6.71,54.0,OP-ED-OST,2016-11-26 07:11:36,4225.57
6,240.24,348.55,346.37,9.13,30.0,VOCALOID-UTAU,2016-11-26 07:11:36,4989.06
7,98.65,338.06,249.94,2.6,154.0,三次元舞蹈,2016-11-26 07:11:36,11281.19
8,29.44,1314.53,123.68,2.3,29.0,三次元音乐,2016-11-26 07:11:36,3200.49
9,1811.1,228.37,1640.85,22.11,126.0,人力VOCALOID,2016-11-26 07:11:36,50801.44
10,28.01,6281.54,278.89,2.85,37.0,人文历史,2016-11-26 07:11:36,4707.82
11,45.76,1492.07,616.29,3.92,164.0,健身,2016-11-26 07:11:36,8183.02
12,106.25,1135.78,539.11,8.15,174.0,其他,2016-11-26 07:11:36,30107.6
13,39.63,421.79,137.63,4.65,75.0,动物圈,2016-11-26 07:11:36,11594.76
14,560.0,264.87,831.19,12.78,28.0,原创音乐,2016-11-26 07:11:36,14293.93
15,210.07,56831.87,1878.87,15.6,185.0,国产剧,2016-11-26 07:11:36,74283.73
16,927.68,987.66,177.35,9.14,153.0,国产动画,2016-11-26 07:11:36,235704.4
17,253.51,1422.74,987.95,31.23,168.0,国产原创相关,2016-11-26 07:11:36,23983.79
18,416.41,5717.88,3856.76,42.12,147.0,国产电影,2016-11-26 07:11:36,41564.41
19,226.23,287.09,361.7,3.34,20.0,宅舞,2016-11-26 07:11:36,16039.85
20,51.25,27270.81,861.0,8.45,32.0,完结动画,2016-11-26 07:11:36,18668.25
21,45.57,2012.12,183.15,1.75,152.0,官方延伸,2016-11-26 07:11:36,3022.81
22,41.79,3296.15,97.23,2.85,169.0,布袋戏,2016-11-26 07:11:36,3254.85
23,30.0,186.29,120.99,1.23,166.0,广告,2016-11-26 07:11:36,5911.66
24,54.15,361.42,199.57,3.9,183.0,影视剪辑,2016-11-26 07:11:36,7607.16
25,502.15,521.64,416.33,11.2,182.0,影视杂谈,2016-11-26 07:11:36,66847.76
26,45.05,598.18,331.64,2.7,161.0,手工,2016-11-26 07:11:36,4357.81
27,60.05,922.83,72.54,0.87,172.0,手机游戏,2016-11-26 07:11:36,7497.67
28,83.87,412.28,86.11,3.88,138.0,搞笑,2016-11-26 07:11:36,9829.97
29,43.75,432.0,443.75,2.25,127.0,教程演示,2016-11-26 07:11:36,5721.75
30,36.46,488.19,52.58,0.78,95.0,数码,2016-11-26 07:11:36,7322.79
31,34.15,889.56,102.28,3.49,21.0,日常,2016-11-26 07:11:36,6503.19
32,29.96,1823.79,131.5,3.94,137.0,明星,2016-11-26 07:11:36,4479.06
33,73.49,483.11,148.83,3.35,96.0,星海,2016-11-26 07:11:36,12388.19
34,139.01,433.39,560.79,5.67,158.0,服饰,2016-11-26 07:11:36,17879.78
35,9.97,583.31,55.64,0.66,98.0,机械,2016-11-26 07:11:36,7337.91
36,98.41,3457.25,30.13,0.44,173.0,桌游棋牌,2016-11-26 07:11:36,8856.24
37,15.18,544.4,48.43,0.54,176.0,汽车,2016-11-26 07:11:36,5567.65
38,1346.0,0.0,6468.0,110.0,187.0,海外剧,2016-11-26 07:11:36,971077.0
39,133.98,379.4,201.09,3.9,59.0,演奏,2016-11-26 07:11:36,5138.62
40,17.55,6945.44,164.24,1.88,39.0,演讲-公开课,2016-11-26 07:11:36,1952.66
41,57.67,7314.26,447.7,4.63,179.0,热血军事,2016-11-26 07:11:36,10188.43
42,56.41,824.55,198.17,4.98,86.0,特摄,2016-11-26 07:11:36,12470.46
43,56.9,4634.97,62.31,0.61,171.0,电子竞技,2016-11-26 07:11:36,9512.95
44,5.43,396.86,10.29,0.57,82.0,电影相关,2016-11-26 07:11:36,473.43
45,10.11,309.07,44.54,2.64,128.0,电视剧相关,2016-11-26 07:11:36,4822.89
46,12.77,638.35,118.99,0.91,85.0,短片,2016-11-26 07:11:36,3596.02
47,201.75,354.51,431.31,8.77,47.0,短片-手书-配音,2016-11-26 07:11:36,10263.35
48,11.93,5753.81,201.57,3.01,178.0,科学探索,2016-11-26 07:11:36,4626.5
49,89.56,2222.59,229.88,6.64,162.0,绘画,2016-11-26 07:11:36,3572.39
50,314.42,744.73,373.07,5.14,27.0,综合,2016-11-26 07:11:36,12064.25
51,25.67,2313.02,140.83,2.92,71.0,综艺,2016-11-26 07:11:36,7502.32
52,106.34,574.28,289.08,3.59,157.0,美妆,2016-11-26 07:11:36,10816.8
53,69.73,680.61,181.17,2.16,76.0,美食圈,2016-11-26 07:11:36,13702.08
54,293.4,291.97,323.62,5.23,31.0,翻唱,2016-11-26 07:11:36,7254.88
55,163.49,4248.27,2764.33,18.29,180.0,舌尖上的旅行,2016-11-26 07:11:36,31297.98
56,108.43,918.79,1237.57,9.5,156.0,舞蹈教程,2016-11-26 07:11:36,31793.86
57,43.5,405.24,409.31,3.77,130.63,资讯,2016-11-26 07:11:36,14158.06
58,72.69,535.35,264.3,3.0,124.0,趣味科普人文,2016-11-26 07:11:36,14687.0
59,36.82,1663.68,157.35,2.34,163.0,运动,2016-11-26 07:11:36,4999.89
60,713.56,399.93,116.01,1.47,33.0,连载动画,2016-11-26 07:11:36,277576.9
61,33.63,1827.29,129.27,1.51,122.0,野生技术协会,2016-11-26 07:11:36,4331.32
62,154.65,134.26,250.53,9.51,26.0,音MAD,2016-11-26 07:11:36,9960.86
63,25.54,1529.44,102.15,1.69,130.0,音乐选集,2016-11-26 07:11:36,2391.6
64,18.69,532.69,25.51,0.31,136.0,音游,2016-11-26 07:11:36,1233.18
65,66.65,607.99,216.92,2.5,184.0,预告 资讯,2016-11-26 07:11:36,10410.21
66,1038.75,132.67,1144.83,16.88,22.0,鬼畜调教,2016-11-26 07:11:36,44588.57
0,51.89,1939.47,261.79,3.23,175.0,ASMR,2016-12-06 07:11:36,8456.78
1,143.87,317.72,252.78,4.16,121.0,GMV,2016-12-06 07:11:36,6373.26
2,218.09,205.09,421.57,4.65,24.0,MAD-AMV,2016-12-06 07:11:36,7396.26
3,77.98,202.35,435.84,3.63,25.0,MMD-3D,2016-12-06 07:11:36,5095.34
4,35.67,1512.2,18.55,0.3,19.0,Mugen,2016-12-06 07:11:36,2847.43
5,31.81,762.26,198.76,1.7,54.0,OP-ED-OST,2016-12-06 07:11:36,3785.74
6,142.66,252.49,349.26,6.87,30.0,VOCALOID-UTAU,2016-12-06 07:11:36,4762.92
7,170.47,240.78,366.73,6.09,154.0,三次元舞蹈,2016-12-06 07:11:36,17268.76
8,18.75,1095.66,92.59,1.62,29.0,三次元音乐,2016-12-06 07:11:36,2467.65
9,1456.02,238.05,1382.12,23.1,126.0,人力VOCALOID,2016-12-06 07:11:36,44865.25
10,33.51,5959.54,616.12,1.78,37.0,人文历史,2016-12-06 07:11:36,6365.89
11,20.28,1513.56,319.52,1.61,164.0,健身,2016-12-06 07:11:36,4273.89
12,78.34,1202.85,182.42,2.11,174.0,其他,2016-12-06 07:11:36,14592.3
13,138.0,-1.0,1876.0,156.0,83.0,其他国家,2016-12-06 07:11:36,86905.0
14,46.78,365.69,170.97,5.15,75.0,动物圈,2016-12-06 07:11:36,15396.54
15,1090.51,225.99,1399.89,31.44,28.0,原创音乐,2016-12-06 07:11:36,26896.33
16,26.1,53347.48,420.76,4.38,185.0,国产剧,2016-12-06 07:11:36,16882.81
17,659.08,2548.36,239.89,5.74,153.0,国产动画,2016-12-06 07:11:36,211303.72
18,417.43,1766.56,589.6,13.66,168.0,国产原创相关,2016-12-06 07:11:36,14490.42
19,89.88,5293.94,1324.06,24.0,147.0,国产电影,2016-12-06 07:11:36,30935.76
20,272.61,345.74,420.48,4.39,20.0,宅舞,2016-12-06 07:11:36,15515.79
21,372.4,15200.71,1901.27,23.31,32.0,完结动画,2016-12-06 07:11:36,196339.6
22,34.53,2284.44,168.38,2.04,152.0,官方延伸,2016-12-06 07:11:36,2865.88
23,62.74,9072.38,212.26,4.74,169.0,布袋戏,2016-12-06 07:11:36,21143.21
24,22.93,235.61,145.75,1.69,166.0,广告,2016-12-06 07:11:36,7717.36
25,476.68,488.78,451.78,16.01,182.0,影视杂谈,2016-12-06 07:11:36,69371.73
26,57.39,668.48,276.92,2.66,161.0,手工,2016-12-06 07:11:36,5041.37
27,48.09,821.75,77.11,1.02,172.0,手机游戏,2016-12-06 07:11:36,8127.2
28,115.79,356.84,140.12,4.91,138.0,搞笑,2016-12-06 07:11:36,12009.49
29,948.33,2424.33,4292.0,54.33,127.0,教程演示,2016-12-06 07:11:36,35057.67
30,37.56,529.27,77.64,0.8,95.0,数码,2016-12-06 07:11:36,7219.93
31,36.25,1149.16,91.77,3.14,21.0,日常,2016-12-06 07:11:36,6579.64
32,81.64,479.88,143.7,4.61,96.0,星海,2016-12-06 07:11:36,13030.29
33,70.84,485.21,244.73,2.63,158.0,服饰,2016-12-06 07:11:36,8769.64
34,8.99,693.25,66.48,0.64,98.0,机械,2016-12-06 07:11:36,6965.04
35,91.52,2880.14,31.18,0.77,173.0,桌游棋牌,2016-12-06 07:11:36,10471.6
36,14.45,425.46,43.6,0.63,176.0,汽车,2016-12-06 07:11:36,5065.33
37,1114.0,0.0,5592.0,44.0,187.0,海外剧,2016-12-06 07:11:36,807248.0
38,165.83,397.64,200.91,4.0,59.0,演奏,2016-12-06 07:11:36,5410.62
39,10.22,4969.02,107.29,1.12,39.0,演讲-公开课,2016-12-06 07:11:36,1449.41
40,12.03,4444.27,229.8,1.37,179.0,热血军事,2016-12-06 07:11:36,6650.9
41,79.68,801.81,215.58,8.69,86.0,特摄,2016-12-06 07:11:36,16089.18
42,80.68,4582.2,50.71,0.51,171.0,电子竞技,2016-12-06 07:11:36,9649.16
43,5.0,764.39,26.35,0.22,82.0,电影相关,2016-12-06 07:11:36,4384.65
44,14.85,495.22,118.18,2.05,128.0,电视剧相关,2016-12-06 07:11:36,4350.34
45,15.58,603.82,74.95,1.41,85.0,短片,2016-12-06 07:11:36,3100.21
46,216.11,376.28,353.99,10.05,47.0,短片-手书-配音,2016-12-06 07:11:36,12478.11
47,9.42,6169.97,160.18,0.88,178.0,科学探索,2016-12-06 07:11:36,3604.15
48,65.67,2716.47,218.61,1.92,162.0,绘画,2016-12-06 07:11:36,2755.39
49,302.44,542.16,464.74,4.96,27.0,综合,2016-12-06 07:11:36,15819.41
50,27.95,2580.09,142.87,2.34,71.0,综艺,2016-12-06 07:11:36,6617.76
51,126.55,606.29,354.1,3.42,157.0,美妆,2016-12-06 07:11:36,11544.68
52,118.8,574.68,206.57,3.15,76.0,美食圈,2016-12-06 07:11:36,16841.45
53,344.65,274.35,396.0,6.87,31.0,翻唱,2016-12-06 07:11:36,7909.1
54,44.04,3947.98,627.47,2.22,180.0,舌尖上的旅行,2016-12-06 07:11:36,14237.24
55,108.41,527.19,981.92,6.11,156.0,舞蹈教程,2016-12-06 07:11:36,20570.52
56,37.27,315.51,242.64,2.23,131.51,资讯,2016-12-06 07:11:36,20138.12
57,66.17,526.6,221.37,3.8,124.0,趣味科普人文,2016-12-06 07:11:36,16006.03
58,70.59,1895.01,139.0,1.77,163.0,运动,2016-12-06 07:11:36,4377.22
59,834.86,374.21,299.74,2.26,33.0,连载动画,2016-12-06 07:11:36,266668.75
60,31.25,1787.36,129.61,1.23,122.0,野生技术协会,2016-12-06 07:11:36,3405.93
61,126.48,138.51,207.29,4.01,26.0,音MAD,2016-12-06 07:11:36,8250.41
62,23.29,1211.44,103.55,2.1,130.0,音乐选集,2016-12-06 07:11:36,2529.72
63,10.65,517.83,11.3,0.27,136.0,音游,2016-12-06 07:11:36,671.32
64,52.47,640.55,238.88,3.3,184.0,预告 资讯,2016-12-06 07:11:36,12888.99
65,1857.63,132.22,2341.66,67.54,22.0,鬼畜调教,2016-12-06 07:11:36,95243.16
0,49.97,2087.95,222.61,2.73,175.0,ASMR,2016-12-16 07:11:36,8252.98
1,84.14,371.75,136.37,2.46,121.0,GMV,2016-12-16 07:11:36,4096.1
2,111.91,221.86,219.27,3.49,24.0,MAD-AMV,2016-12-16 07:11:36,4259.13
3,116.89,236.76,502.32,4.4,25.0,MMD-3D,2016-12-16 07:11:36,6022.16
4,63.1,1124.65,45.2,0.81,19.0,Mugen,2016-12-16 07:11:36,5132.71
5,28.09,1080.53,194.77,2.38,54.0,OP-ED-OST,2016-12-16 07:11:36,3820.25
6,81.95,343.91,252.2,4.21,30.0,VOCALOID-UTAU,2016-12-16 07:11:36,2655.76
7,104.71,301.22,238.1,2.77,154.0,三次元舞蹈,2016-12-16 07:11:36,11459.29
8,20.28,1316.1,120.84,2.86,29.0,三次元音乐,2016-12-16 07:11:36,2906.74
9,1819.97,219.23,1468.68,19.73,126.0,人力VOCALOID,2016-12-16 07:11:36,50460.74
10,53.3,7384.62,523.29,3.96,37.0,人文历史,2016-12-16 07:11:36,8305.44
11,44.57,1954.44,1068.69,4.85,164.0,健身,2016-12-16 07:11:36,10540.93
12,92.9,1994.72,446.2,9.15,174.0,其他,2016-12-16 07:11:36,33118.6
13,43.85,364.67,170.57,6.47,75.0,动物圈,2016-12-16 07:11:36,14090.8
14,547.04,247.52,644.08,13.09,28.0,原创音乐,2016-12-16 07:11:36,11510.41
15,381.5,43301.17,3296.11,97.0,185.0,国产剧,2016-12-16 07:11:36,192800.28
16,1132.14,414.5,185.12,6.66,153.0,国产动画,2016-12-16 07:11:36,149781.3
17,515.72,1831.01,865.56,25.93,168.0,国产原创相关,2016-12-16 07:11:36,15488.12
18,30.25,6574.88,375.0,10.38,147.0,国产电影,2016-12-16 07:11:36,8979.88
19,226.53,314.78,329.58,3.8,20.0,宅舞,2016-12-16 07:11:36,12543.67
20,179.92,18996.58,2418.53,26.73,32.0,完结动画,2016-12-16 07:11:36,49787.08
21,34.7,2513.77,132.15,1.47,152.0,官方延伸,2016-12-16 07:11:36,2691.73
22,51.57,1338.86,145.83,3.99,169.0,布袋戏,2016-12-16 07:11:36,13544.53
23,29.13,227.56,125.53,1.04,166.0,广告,2016-12-16 07:11:36,6665.24
24,476.36,460.5,358.62,10.12,182.0,影视杂谈,2016-12-16 07:11:36,60712.48
25,46.79,634.51,289.49,3.1,161.0,手工,2016-12-16 07:11:36,4145.63
26,63.72,844.23,78.3,1.57,172.0,手机游戏,2016-12-16 07:11:36,6850.19
27,181.67,464.56,164.02,6.73,138.0,搞笑,2016-12-16 07:11:36,17622.82
28,30.0,404.33,194.33,0.83,127.0,教程演示,2016-12-16 07:11:36,4578.17
29,38.56,562.42,90.08,0.95,95.0,数码,2016-12-16 07:11:36,7736.74
30,116.49,1051.87,86.14,3.77,21.0,日常,2016-12-16 07:11:36,6831.96
31,82.42,667.82,148.47,7.17,96.0,星海,2016-12-16 07:11:36,14201.17
32,77.11,406.56,243.34,2.22,158.0,服饰,2016-12-16 07:11:36,9273.66
33,8.05,852.04,59.69,0.77,98.0,机械,2016-12-16 07:11:36,5990.54
34,93.01,3284.14,43.67,0.61,173.0,桌游棋牌,2016-12-16 07:11:36,9962.69
35,17.49,505.67,45.06,0.6,176.0,汽车,2016-12-16 07:11:36,6478.76
36,81.35,466.77,146.76,4.02,59.0,演奏,2016-12-16 07:11:36,3787.19
37,36.24,5353.85,165.64,3.38,39.0,演讲-公开课,2016-12-16 07:11:36,2135.58
38,1507.35,5930.75,2206.29,114.1,179.0,热血军事,2016-12-16 07:11:36,23197.1
39,64.43,694.76,176.82,10.78,86.0,特摄,2016-12-16 07:11:36,9738.3
40,62.86,5163.28,61.8,0.92,171.0,电子竞技,2016-12-16 07:11:36,8850.93
41,30.8,452.2,100.6,3.2,82.0,电影相关,2016-12-16 07:11:36,2565.0
42,140.74,253.77,335.49,4.86,128.0,电视剧相关,2016-12-16 07:11:36,10326.57
43,28.02,647.61,87.82,2.06,85.0,短片,2016-12-16 07:11:36,6009.26
44,269.05,307.1,458.76,9.06,47.0,短片-手书-配音,2016-12-16 07:11:36,8490.57
45,19.58,8410.05,394.99,1.67,178.0,科学探索,2016-12-16 07:11:36,4823.46
46,40.14,3192.84,200.39,3.27,162.0,绘画,2016-12-16 07:11:36,2551.28
47,193.99,530.52,346.14,5.39,27.0,综合,2016-12-16 07:11:36,10865.65
48,31.38,2757.85,183.51,5.2,71.0,综艺,2016-12-16 07:11:36,7812.7
49,120.26,596.61,253.66,3.28,157.0,美妆,2016-12-16 07:11:36,8937.15
50,85.81,668.61,160.44,2.33,76.0,美食圈,2016-12-16 07:11:36,12721.6
51,232.03,322.28,233.82,4.84,31.0,翻唱,2016-12-16 07:11:36,5600.73
52,53.4,5305.57,723.49,1.72,180.0,舌尖上的旅行,2016-12-16 07:11:36,17145.91
53,114.62,679.84,1071.85,12.24,156.0,舞蹈教程,2016-12-16 07:11:36,29327.15
54,28.08,906.01,181.42,2.91,130.84,资讯,2016-12-16 07:11:36,8887.5
55,54.88,731.43,208.06,3.08,124.0,趣味科普人文,2016-12-16 07:11:36,13825.5
56,20.45,2007.51,96.56,1.98,163.0,运动,2016-12-16 07:11:36,3309.49
57,1147.25,304.05,552.93,3.08,33.0,连载动画,2016-12-16 07:11:36,303074.66
58,51.49,2795.81,159.31,1.46,122.0,野生技术协会,2016-12-16 07:11:36,4113.43
59,214.66,160.76,288.91,3.83,26.0,音MAD,2016-12-16 07:11:36,8381.27
